"Distance","Profile"
"1,43450","0,00"
"1,43500","0,00"
"1,43550","0,00"
"1,43600","0,00"
"1,43650","0,00"
"1,43700","0,00"
"1,43750","0,01"
"1,43800","0,01"
"1,43850","0,00"
"1,43900","0,00"
"1,43950","0,00"
"1,44000","0,00"
"1,44050","0,00"
"1,44100","0,00"
"1,44150","0,00"
"1,44200","0,01"
"1,44250","0,01"
"1,44300","0,00"
"1,44350","0,00"
"1,44400","0,00"
"1,44450","0,01"
"1,44500","0,00"
"1,44550","0,00"
"1,44600","0,00"
"1,44650","0,00"
"1,44700","-0,01"
"1,44750","-0,01"
"1,44800","-0,01"
"1,44850","-0,01"
"1,44900","-0,01"
"1,44950","-0,01"
"1,45000","-0,01"
"1,45050","-0,01"
"1,45100","-0,01"
"1,45150","-0,01"
"1,45200","-0,02"
"1,45250","-0,02"
"1,45300","-0,02"
"1,45350","-0,02"
"1,45400","-0,03"
"1,45450","-0,02"
"1,45500","-0,02"
"1,45550","-0,01"
"1,45600","-0,01"
"1,45650","-0,01"
"1,45700","-0,01"
"1,45750","-0,01"
"1,45800","-0,01"
"1,45850","-0,02"
"1,45900","-0,02"
"1,45950","-0,02"
"1,46000","-0,01"
"1,46050","0,00"
"1,46100","0,00"
"1,46150","0,01"
"1,46200","0,01"
"1,46250","0,01"
"1,46300","0,02"
"1,46350","0,03"
"1,46400","0,03"
"1,46450","0,03"
"1,46500","0,03"
"1,46550","0,03"
"1,46600","0,03"
"1,46650","0,02"
"1,46700","0,02"
"1,46750","0,02"
"1,46800","0,02"
"1,46850","0,01"
"1,46900","0,01"
"1,46950","0,00"
"1,47000","0,00"
"1,47050","-0,01"
"1,47100","-0,02"
"1,47150","-0,02"
"1,47200","-0,03"
"1,47250","-0,04"
"1,47300","-0,04"
"1,47350","-0,05"
"1,47400","-0,05"
"1,47450","-0,06"
"1,47500","-0,05"
"1,47550","-0,05"
"1,47600","-0,04"
"1,47650","-0,04"
"1,47700","-0,04"
"1,47750","-0,04"
"1,47800","-0,04"
"1,47850","-0,04"
"1,47900","-0,04"
"1,47950","-0,04"
"1,48000","-0,03"
"1,48050","-0,02"
"1,48100","-0,01"
"1,48150","-0,01"
"1,48200","0,00"
"1,48250","0,00"
"1,48300","0,00"
"1,48350","0,01"
"1,48400","0,01"
"1,48450","0,01"
"1,48500","0,01"
"1,48550","0,01"
"1,48600","0,01"
"1,48650","0,01"
"1,48700","0,01"
"1,48750","0,02"
"1,48800","0,02"
"1,48850","0,03"
"1,48900","0,03"
"1,48950","0,03"
"1,49000","0,03"
"1,49050","0,03"
"1,49100","0,02"
"1,49150","0,02"
"1,49200","0,02"
"1,49250","0,02"
"1,49300","0,02"
"1,49350","0,03"
"1,49400","0,04"
"1,49450","0,05"
"1,49500","0,05"
"1,49550","0,05"
"1,49600","0,04"
"1,49650","0,03"
"1,49700","0,02"
"1,49750","0,01"
"1,49800","0,01"
"1,49850","0,00"
"1,49900","-0,01"
"1,49950","-0,01"
"1,50000","-0,02"
"1,50050","-0,02"
"1,50100","-0,03"
"1,50150","-0,04"
"1,50200","-0,05"
"1,50250","-0,06"
"1,50300","-0,07"
"1,50350","-0,08"
"1,50400","-0,08"
"1,50450","-0,08"
"1,50500","-0,09"
"1,50550","-0,08"
"1,50600","-0,08"
"1,50650","-0,07"
"1,50700","-0,07"
"1,50750","-0,07"
"1,50800","-0,07"
"1,50850","-0,06"
"1,50900","-0,06"
"1,50950","-0,04"
"1,51000","-0,04"
"1,51050","-0,03"
"1,51100","-0,02"
"1,51150","-0,01"
"1,51200","0,00"
"1,51250","0,01"
"1,51300","0,02"
"1,51350","0,02"
"1,51400","0,02"
"1,51450","0,03"
"1,51500","0,03"
"1,51550","0,02"
"1,51600","0,02"
"1,51650","0,03"
"1,51700","0,02"
"1,51750","0,02"
"1,51800","0,03"
"1,51850","0,02"
"1,51900","0,02"
"1,51950","0,02"
"1,52000","0,03"
"1,52050","0,04"
"1,52100","0,05"
"1,52150","0,04"
"1,52200","0,03"
"1,52250","0,02"
"1,52300","0,01"
"1,52350","0,01"
"1,52400","0,00"
"1,52450","0,00"
"1,52500","0,00"
"1,52550","0,00"
"1,52600","0,00"
"1,52650","0,00"
"1,52700","-0,01"
"1,52750","-0,01"
"1,52800","-0,02"
"1,52850","-0,03"
"1,52900","-0,04"
"1,52950","-0,06"
"1,53000","-0,06"
"1,53050","-0,06"
"1,53100","-0,06"
"1,53150","-0,07"
"1,53200","-0,06"
"1,53250","-0,07"
"1,53300","-0,07"
"1,53350","-0,07"
"1,53400","-0,07"
"1,53450","-0,07"
"1,53500","-0,07"
"1,53550","-0,07"
"1,53600","-0,06"
"1,53650","-0,05"
"1,53700","-0,04"
"1,53750","-0,04"
"1,53800","-0,03"
"1,53850","-0,02"
"1,53900","-0,02"
"1,53950","-0,01"
"1,54000","-0,01"
"1,54050","0,00"
"1,54100","0,01"
"1,54150","0,02"
"1,54200","0,02"
"1,54250","0,03"
"1,54300","0,03"
"1,54350","0,04"
"1,54400","0,04"
"1,54450","0,04"
"1,54500","0,05"
"1,54550","0,05"
"1,54600","0,06"
"1,54650","0,06"
"1,54700","0,06"
"1,54750","0,06"
"1,54800","0,05"
"1,54850","0,05"
"1,54900","0,05"
"1,54950","0,04"
"1,55000","0,04"
"1,55050","0,04"
"1,55100","0,03"
"1,55150","0,03"
"1,55200","0,02"
"1,55250","0,02"
"1,55300","0,01"
"1,55350","0,01"
"1,55400","0,00"
"1,55450","-0,01"
"1,55500","-0,01"
"1,55550","-0,02"
"1,55600","-0,02"
"1,55650","-0,03"
"1,55700","-0,03"
"1,55750","-0,04"
"1,55800","-0,04"
"1,55850","-0,04"
"1,55900","-0,04"
"1,55950","-0,05"
"1,56000","-0,05"
"1,56050","-0,05"
"1,56100","-0,05"
"1,56150","-0,06"
"1,56200","-0,06"
"1,56250","-0,06"
"1,56300","-0,06"
"1,56350","-0,07"
"1,56400","-0,07"
"1,56450","-0,06"
"1,56500","-0,06"
"1,56550","-0,06"
"1,56600","-0,05"
"1,56650","-0,04"
"1,56700","-0,03"
"1,56750","-0,03"
"1,56800","-0,02"
"1,56850","-0,01"
"1,56900","0,00"
"1,56950","0,01"
"1,57000","0,02"
"1,57050","0,02"
"1,57100","0,03"
"1,57150","0,03"
"1,57200","0,04"
"1,57250","0,04"
"1,57300","0,04"
"1,57350","0,05"
"1,57400","0,05"
"1,57450","0,05"
"1,57500","0,05"
"1,57550","0,06"
"1,57600","0,06"
"1,57650","0,06"
"1,57700","0,05"
"1,57750","0,05"
"1,57800","0,04"
"1,57850","0,04"
"1,57900","0,04"
"1,57950","0,04"
"1,58000","0,04"
"1,58050","0,03"
"1,58100","0,02"
"1,58150","0,01"
"1,58200","0,02"
"1,58250","0,01"
"1,58300","0,01"
"1,58350","0,00"
"1,58400","0,00"
"1,58450","0,00"
"1,58500","0,00"
"1,58550","0,00"
"1,58600","-0,01"
"1,58650","-0,02"
"1,58700","-0,03"
"1,58750","-0,03"
"1,58800","-0,04"
"1,58850","-0,04"
"1,58900","-0,05"
"1,58950","-0,05"
"1,59000","-0,05"
"1,59050","-0,05"
"1,59100","-0,05"
"1,59150","-0,05"
"1,59200","-0,05"
"1,59250","-0,05"
"1,59300","-0,05"
"1,59350","-0,05"
"1,59400","-0,05"
"1,59450","-0,05"
"1,59500","-0,05"
"1,59550","-0,04"
"1,59600","-0,03"
"1,59650","-0,03"
"1,59700","-0,02"
"1,59750","-0,01"
"1,59800","0,00"
"1,59850","0,01"
"1,59900","0,02"
"1,59950","0,02"
"1,60000","0,03"
"1,60050","0,03"
"1,60100","0,04"
"1,60150","0,04"
"1,60200","0,04"
"1,60250","0,04"
"1,60300","0,04"
"1,60350","0,05"
"1,60400","0,05"
"1,60450","0,06"
"1,60500","0,06"
"1,60550","0,06"
"1,60600","0,06"
"1,60650","0,06"
"1,60700","0,05"
"1,60750","0,05"
"1,60800","0,04"
"1,60850","0,03"
"1,60900","0,03"
"1,60950","0,03"
"1,61000","0,03"
"1,61050","0,03"
"1,61100","0,02"
"1,61150","0,02"
"1,61200","0,01"
"1,61250","0,01"
"1,61300","0,01"
"1,61350","0,00"
"1,61400","0,00"
"1,61450","0,00"
"1,61500","0,00"
"1,61550","-0,01"
"1,61600","-0,01"
"1,61650","-0,01"
"1,61700","-0,02"
"1,61750","-0,02"
"1,61800","-0,03"
"1,61850","-0,03"
"1,61900","-0,04"
"1,61950","-0,04"
"1,62000","-0,03"
"1,62050","-0,03"
"1,62100","-0,03"
"1,62150","-0,04"
"1,62200","-0,04"
"1,62250","-0,03"
"1,62300","-0,03"
"1,62350","-0,04"
"1,62400","-0,04"
"1,62450","-0,04"
"1,62500","-0,03"
"1,62550","-0,03"
"1,62600","-0,02"
"1,62650","-0,01"
"1,62700","0,00"
"1,62750","0,01"
"1,62800","0,02"
"1,62850","0,03"
"1,62900","0,03"
"1,62950","0,04"
"1,63000","0,04"
"1,63050","0,05"
"1,63100","0,05"
"1,63150","0,05"
"1,63200","0,06"
"1,63250","0,06"
"1,63300","0,07"
"1,63350","0,07"
"1,63400","0,06"
"1,63450","0,06"
"1,63500","0,06"
"1,63550","0,06"
"1,63600","0,05"
"1,63650","0,05"
"1,63700","0,05"
"1,63750","0,05"
"1,63800","0,04"
"1,63850","0,04"
"1,63900","0,02"
"1,63950","0,01"
"1,64000","0,01"
"1,64050","0,00"
"1,64100","-0,01"
"1,64150","-0,01"
"1,64200","-0,01"
"1,64250","-0,01"
"1,64300","-0,01"
"1,64350","-0,01"
"1,64400","-0,02"
"1,64450","-0,03"
"1,64500","-0,04"
"1,64550","-0,04"
"1,64600","-0,04"
"1,64650","-0,04"
"1,64700","-0,04"
"1,64750","-0,04"
"1,64800","-0,05"
"1,64850","-0,04"
"1,64900","-0,04"
"1,64950","-0,04"
"1,65000","-0,03"
"1,65050","-0,02"
"1,65100","-0,02"
"1,65150","-0,01"
"1,65200","-0,02"
"1,65250","-0,01"
"1,65300","-0,01"
"1,65350","-0,02"
"1,65400","-0,02"
"1,65450","-0,01"
"1,65500","-0,01"
"1,65550","0,00"
"1,65600","0,01"
"1,65650","0,01"
"1,65700","0,02"
"1,65750","0,02"
"1,65800","0,02"
"1,65850","0,02"
"1,65900","0,02"
"1,65950","0,03"
"1,66000","0,03"
"1,66050","0,04"
"1,66100","0,05"
"1,66150","0,05"
"1,66200","0,05"
"1,66250","0,04"
"1,66300","0,04"
"1,66350","0,05"
"1,66400","0,04"
"1,66450","0,04"
"1,66500","0,03"
"1,66550","0,03"
"1,66600","0,03"
"1,66650","0,03"
"1,66700","0,02"
"1,66750","0,02"
"1,66800","0,01"
"1,66850","0,01"
"1,66900","0,00"
"1,66950","0,00"
"1,67000","-0,01"
"1,67050","-0,01"
"1,67100","-0,01"
"1,67150","-0,01"
"1,67200","-0,01"
"1,67250","-0,02"
"1,67300","-0,02"
"1,67350","-0,02"
"1,67400","-0,02"
"1,67450","-0,02"
"1,67500","-0,02"
"1,67550","-0,02"
"1,67600","-0,02"
"1,67650","-0,02"
"1,67700","-0,02"
"1,67750","-0,02"
"1,67800","-0,03"
"1,67850","-0,03"
"1,67900","-0,03"
"1,67950","-0,02"
"1,68000","-0,02"
"1,68050","-0,01"
"1,68100","0,00"
"1,68150","0,01"
"1,68200","0,01"
"1,68250","0,01"
"1,68300","0,01"
"1,68350","0,01"
"1,68400","0,01"
"1,68450","0,01"
"1,68500","0,02"
"1,68550","0,02"
"1,68600","0,03"
"1,68650","0,03"
"1,68700","0,03"
"1,68750","0,03"
"1,68800","0,03"
"1,68850","0,03"
"1,68900","0,03"
"1,68950","0,02"
"1,69000","0,02"
"1,69050","0,02"
"1,69100","0,02"
"1,69150","0,03"
"1,69200","0,03"
"1,69250","0,03"
"1,69300","0,03"
"1,69350","0,03"
"1,69400","0,03"
"1,69450","0,02"
"1,69500","0,02"
"1,69550","0,02"
"1,69600","0,01"
"1,69650","0,00"
"1,69700","0,00"
"1,69750","0,00"
"1,69800","0,00"
"1,69850","-0,01"
"1,69900","-0,02"
"1,69950","-0,02"
"1,70000","-0,03"
"1,70050","-0,02"
"1,70100","-0,02"
"1,70150","-0,02"
"1,70200","-0,02"
"1,70250","-0,02"
"1,70300","-0,02"
"1,70350","-0,02"
"1,70400","-0,02"
"1,70450","-0,02"
"1,70500","-0,01"
"1,70550","-0,01"
"1,70600","-0,01"
"1,70650","-0,01"
"1,70700","-0,01"
"1,70750","-0,01"
"1,70800","-0,02"
"1,70850","-0,01"
"1,70900","-0,01"
"1,70950","-0,01"
"1,71000","-0,01"
"1,71050","-0,01"
"1,71100","-0,01"
"1,71150","-0,01"
"1,71200","0,00"
"1,71250","0,00"
"1,71300","0,00"
"1,71350","0,00"
"1,71400","0,01"
"1,71450","0,01"
"1,71500","0,01"
"1,71550","0,01"
"1,71600","0,01"
"1,71650","0,01"
"1,71700","0,02"
"1,71750","0,02"
"1,71800","0,02"
"1,71850","0,02"
"1,71900","0,02"
"1,71950","0,02"
"1,72000","0,02"
"1,72050","0,03"
"1,72100","0,02"
"1,72150","0,01"
"1,72200","0,01"
"1,72250","0,01"
"1,72300","0,01"
"1,72350","0,00"
"1,72400","0,01"
"1,72450","0,01"
"1,72500","0,01"
"1,72550","0,01"
"1,72600","0,02"
"1,72650","0,02"
"1,72700","0,01"
"1,72750","0,00"
"1,72800","-0,01"
"1,72850","-0,01"
"1,72900","-0,01"
"1,72950","-0,01"
"1,73000","-0,01"
"1,73050","-0,01"
"1,73100","-0,02"
"1,73150","-0,02"
"1,73200","-0,02"
"1,73250","-0,02"
"1,73300","-0,01"
"1,73350","-0,01"
"1,73400","-0,01"
"1,73450","-0,01"
"1,73500","-0,01"
"1,73550","-0,01"
"1,73600","-0,01"
"1,73650","-0,01"
"1,73700","-0,02"
"1,73750","-0,02"
"1,73800","-0,02"
"1,73850","-0,01"
"1,73900","-0,01"
"1,73950","-0,01"
"1,74000","0,00"
"1,74050","0,00"
"1,74100","0,00"
"1,74150","0,00"
"1,74200","0,01"
"1,74250","0,01"
"1,74300","0,01"
"1,74350","0,01"
"1,74400","0,01"
"1,74450","0,01"
"1,74500","0,01"
"1,74550","0,00"
"1,74600","0,00"
"1,74650","0,01"
"1,74700","0,01"
"1,74750","0,00"
"1,74800","0,00"
"1,74850","0,00"
"1,74900","0,00"
"1,74950","0,00"
"1,75000","0,00"
"1,75050","0,00"
"1,75100","0,00"
"1,75150","0,00"
"1,75200","0,00"
"1,75250","0,00"
"1,75300","0,00"
"1,75350","0,00"
"1,75400","0,00"
"1,75450","0,00"
"1,75500","-0,01"
"1,75550","0,00"
"1,75600","0,00"
"1,75650","0,00"
"1,75700","0,00"
"1,75750","0,00"
"1,75800","0,00"
"1,75850","0,00"
"1,75900","0,01"
"1,75950","0,01"
"1,76000","0,01"
"1,76050","0,01"
"1,76100","0,00"
"1,76150","0,00"
"1,76200","0,00"
"1,76250","0,00"
"1,76300","0,00"
"1,76350","0,00"
"1,76400","0,01"
"1,76450","0,00"
"1,76500","-0,01"
"1,76550","-0,01"
"1,76600","-0,01"
"1,76650","-0,01"
"1,76700","-0,01"
"1,76750","0,00"
"1,76800","0,00"
"1,76850","0,00"
"1,76900","0,00"
"1,76950","0,00"
"1,77000","0,00"
"1,77050","0,00"
"1,77100","0,00"
"1,77150","0,00"
"1,77200","0,01"
"1,77250","0,01"
"1,77300","0,01"
"1,77350","0,01"
"1,77400","0,00"
"1,77450","0,00"
"1,77500","0,00"
"1,77550","0,00"
"1,77600","0,00"
"1,77650","0,00"
"1,77700","0,00"
"1,77750","0,00"
"1,77800","0,00"
"1,77850","0,01"
"1,77900","0,01"
"1,77950","0,01"
"1,78000","0,01"
"1,78050","0,01"
"1,78100","0,01"
"1,78150","0,01"
"1,78200","0,01"
"1,78250","0,01"
"1,78300","0,01"
"1,78350","0,01"
"1,78400","0,01"
"1,78450","0,01"
"1,78500","0,01"
"1,78550","0,01"
"1,78600","0,01"
"1,78650","0,01"
"1,78700","0,01"
"1,78750","0,00"
"1,78800","0,00"
"1,78850","0,00"
"1,78900","0,00"
"1,78950","0,00"
"1,79000","0,00"
"1,79050","0,00"
"1,79100","0,01"
"1,79150","0,01"
"1,79200","0,00"
"1,79250","0,00"
"1,79300","0,00"
"1,79350","0,00"
"1,79400","0,00"
"1,79450","0,00"
"1,79500","0,01"
"1,79550","0,00"
"1,79600","0,00"
"1,79650","0,01"
"1,79700","0,01"
"1,79750","0,01"
"1,79800","0,01"
"1,79850","0,01"
"1,79900","0,01"
"1,79950","0,01"
"1,80000","0,00"
"1,80050","0,00"
"1,80100","-0,01"
"1,80150","-0,01"
"1,80200","-0,02"
"1,80250","-0,02"
"1,80300","-0,02"
"1,80350","-0,02"
"1,80400","-0,01"
"1,80450","-0,01"
"1,80500","0,00"
"1,80550","0,00"
"1,80600","-0,01"
"1,80650","-0,02"
"1,80700","-0,02"
"1,80750","-0,03"
"1,80800","-0,03"
"1,80850","-0,03"
"1,80900","-0,02"
"1,80950","-0,01"
"1,81000","-0,01"
"1,81050","-0,01"
"1,81100","-0,01"
"1,81150","-0,01"
"1,81200","-0,01"
"1,81250","-0,02"
"1,81300","-0,01"
"1,81350","-0,01"
"1,81400","-0,01"
"1,81450","0,00"
"1,81500","0,00"
"1,81550","0,00"
"1,81600","0,00"
"1,81650","0,00"
"1,81700","-0,01"
"1,81750","-0,02"
"1,81800","-0,02"
"1,81850","-0,02"
"1,81900","-0,02"
"1,81950","-0,01"
"1,82000","-0,01"
"1,82050","-0,01"
"1,82100","-0,01"
"1,82150","0,00"
"1,82200","0,00"
"1,82250","0,01"
"1,82300","0,01"
"1,82350","0,00"
"1,82400","0,00"
"1,82450","0,00"
"1,82500","0,00"
"1,82550","-0,01"
"1,82600","-0,01"
"1,82650","-0,01"
"1,82700","0,00"
"1,82750","0,00"
"1,82800","0,00"
"1,82850","0,00"
"1,82900","0,00"
"1,82950","0,00"
"1,83000","0,01"
"1,83050","0,01"
"1,83100","0,01"
"1,83150","0,01"
"1,83200","0,00"
"1,83250","-0,01"
"1,83300","-0,02"
"1,83350","-0,02"
"1,83400","-0,02"
"1,83450","-0,01"
"1,83500","-0,01"
"1,83550","-0,02"
"1,83600","-0,02"
"1,83650","-0,02"
"1,83700","-0,03"
"1,83750","-0,03"
"1,83800","-0,03"
"1,83850","-0,03"
"1,83900","-0,03"
"1,83950","-0,02"
"1,84000","-0,02"
"1,84050","-0,02"
"1,84100","-0,02"
"1,84150","-0,02"
"1,84200","-0,02"
"1,84250","-0,02"
"1,84300","-0,02"
"1,84350","-0,02"
"1,84400","-0,02"
"1,84450","-0,02"
"1,84500","-0,01"
"1,84550","-0,01"
"1,84600","-0,01"
"1,84650","-0,01"
"1,84700","-0,01"
"1,84750","-0,01"
"1,84800","-0,02"
"1,84850","-0,02"
"1,84900","-0,02"
"1,84950","-0,02"
"1,85000","-0,02"
"1,85050","-0,01"
"1,85100","-0,01"
"1,85150","0,00"
"1,85200","0,00"
"1,85250","0,00"
"1,85300","0,00"
"1,85350","0,00"
"1,85400","0,00"
"1,85450","0,00"
"1,85500","0,00"
"1,85550","0,00"
"1,85600","0,00"
"1,85650","0,00"
"1,85700","0,00"
"1,85750","0,00"
"1,85800","0,00"
"1,85850","0,00"
"1,85900","0,00"
"1,85950","0,01"
"1,86000","0,01"
"1,86050","0,00"
"1,86100","0,00"
"1,86150","0,00"
"1,86200","0,00"
"1,86250","0,00"
"1,86300","0,00"
"1,86350","0,00"
"1,86400","0,00"
"1,86450","0,00"
"1,86500","0,00"
"1,86550","-0,01"
"1,86600","-0,01"
"1,86650","-0,01"
"1,86700","-0,01"
"1,86750","-0,01"
"1,86800","-0,01"
"1,86850","-0,01"
"1,86900","-0,01"
"1,86950","-0,01"
"1,87000","-0,01"
"1,87050","-0,01"
"1,87100","-0,02"
"1,87150","-0,02"
"1,87200","-0,02"
"1,87250","-0,03"
"1,87300","-0,02"
"1,87350","-0,01"
"1,87400","-0,01"
"1,87450","-0,01"
"1,87500","-0,01"
"1,87550","0,00"
"1,87600","0,00"
"1,87650","0,00"
"1,87700","0,00"
"1,87750","0,00"
"1,87800","0,00"
"1,87850","0,01"
"1,87900","0,01"
"1,87950","0,01"
"1,88000","0,01"
"1,88050","0,02"
"1,88100","0,02"
"1,88150","0,01"
"1,88200","0,01"
"1,88250","0,01"
"1,88300","0,01"
"1,88350","0,01"
"1,88400","0,02"
"1,88450","0,02"
"1,88500","0,02"
"1,88550","0,03"
"1,88600","0,02"
"1,88650","0,02"
"1,88700","0,01"
"1,88750","0,00"
"1,88800","0,00"
"1,88850","0,00"
"1,88900","0,00"
"1,88950","0,01"
"1,89000","0,01"
"1,89050","0,02"
"1,89100","0,02"
"1,89150","0,02"
"1,89200","0,02"
"1,89250","0,02"
"1,89300","0,02"
"1,89350","0,01"
"1,89400","0,01"
"1,89450","0,01"
"1,89500","0,00"
"1,89550","-0,01"
"1,89600","-0,01"
"1,89650","0,00"
"1,89700","0,00"
"1,89750","0,00"
"1,89800","0,00"
"1,89850","0,00"
"1,89900","0,00"
"1,89950","0,01"
"1,90000","0,01"
"1,90050","0,01"
"1,90100","0,01"
"1,90150","0,01"
"1,90200","0,01"
"1,90250","0,01"
"1,90300","0,01"
"1,90350","0,01"
"1,90400","0,01"
"1,90450","0,01"
"1,90500","0,01"
"1,90550","0,00"
"1,90600","0,01"
"1,90650","0,01"
"1,90700","0,01"
"1,90750","0,01"
"1,90800","0,00"
"1,90850","0,00"
"1,90900","0,00"
"1,90950","0,01"
"1,91000","0,01"
"1,91050","0,02"
"1,91100","0,02"
"1,91150","0,03"
"1,91200","0,02"
"1,91250","0,02"
"1,91300","0,02"
"1,91350","0,01"
"1,91400","0,01"
"1,91450","0,01"
"1,91500","0,02"
